Year,Month,Product,URL,,,,,,,,,,,,,
2018,8,SP15,https://download.microsoft.com/download/5/6/6/5664E5D9-B6A4-4762-B45F-44492E3C3628/ubersrv_2.cab,,,,,,,,,,,,,
2018,7,SP15,https://download.microsoft.com/download/F/8/A/F8A10B02-E384-41BA-A24F-9212A7EB0B8A/ubersrv2013-kb4022241-fullfile-x64-glb.exe,,,,,,,,,,,,,
2018,7,SP15,https://download.microsoft.com/download/F/8/A/F8A10B02-E384-41BA-A24F-9212A7EB0B8A/ubersrv_1.cab,,,,,,,,,,,,,
2018,7,SP15,https://download.microsoft.com/download/F/8/A/F8A10B02-E384-41BA-A24F-9212A7EB0B8A/ubersrv_2.cab,,,,,,,,,,,,,
2018,6,SP15,https://download.microsoft.com/download/2/F/3/2F326BF9-BAD3-4528-BF65-FDC02B0501A5/ubersrv2013-kb4022187-fullfile-x64-glb.exe,,,,,,,,,,,,,
2018,6,SP15,https://download.microsoft.com/download/2/F/3/2F326BF9-BAD3-4528-BF65-FDC02B0501A5/ubersrv_1.cab,,,,,,,,,,,,,
2018,6,SP15,https://download.microsoft.com/download/2/F/3/2F326BF9-BAD3-4528-BF65-FDC02B0501A5/ubersrv_2.cab,,,,,,,,,,,,,
2018,5,SP15,https://download.microsoft.com/download/6/6/F/66FC02A7-07EB-4EDA-B94A-CCC7D2C47A6D/ubersrv2013-kb4018397-fullfile-x64-glb.exe,,,,,,,,,,,,,
2018,5,SP15,https://download.microsoft.com/download/6/6/F/66FC02A7-07EB-4EDA-B94A-CCC7D2C47A6D/ubersrv_1.cab,,,,,,,,,,,,,
2018,5,SP15,https://download.microsoft.com/download/6/6/F/66FC02A7-07EB-4EDA-B94A-CCC7D2C47A6D/ubersrv_2.cab,,,,,,,,,,,,,
2018,4,SP15,https://download.microsoft.com/download/9/5/9/95948175-E5C7-483D-86E9-ECF5648D138D/ubersrv2013-kb4018348-fullfile-x64-glb.exe,,,,,,,,,,,,,
2018,4,SP15,https://download.microsoft.com/download/9/5/9/95948175-E5C7-483D-86E9-ECF5648D138D/ubersrv_1.cab,,,,,,,,,,,,,
2018,4,SP15,https://download.microsoft.com/download/9/5/9/95948175-E5C7-483D-86E9-ECF5648D138D/ubersrv_2.cab,,,,,,,,,,,,,
